,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
12262,40,admin.,married,secondary,no,0,no,no,cellular,26,oct,87,2,200,2,failure,no
12263,49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no
12264,41,blue-collar,married,secondary,yes,-204,yes,no,unknown,15,may,50,7,-1,0,unknown,no
12265,48,management,single,tertiary,no,191,yes,no,cellular,17,apr,222,1,326,1,failure,no
12266,28,technician,single,secondary,no,389,yes,no,cellular,11,may,15,7,-1,0,unknown,no
12267,57,management,married,primary,no,687,yes,yes,telephone,21,jul,107,3,-1,0,unknown,no
12268,38,blue-collar,married,secondary,no,2299,yes,no,cellular,23,jul,240,1,-1,0,unknown,no
12269,58,admin.,divorced,secondary,no,8548,yes,no,cellular,14,may,175,8,-1,0,unknown,no
12270,33,admin.,single,secondary,no,79,no,no,cellular,2,feb,674,1,-1,0,unknown,no
12271,43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,no
12272,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,yes
12273,45,management,married,tertiary,no,677,yes,no,cellular,12,may,253,3,334,2,failure,no
12274,33,management,single,secondary,no,-298,no,no,cellular,22,aug,168,2,-1,0,unknown,no
12275,28,student,single,secondary,no,5916,no,no,cellular,20,mar,93,5,-1,0,unknown,no
12276,31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,141,2,123,3,failure,no
12277,49,blue-collar,married,primary,no,1,no,yes,cellular,5,feb,98,1,210,1,other,no
12278,33,management,single,tertiary,no,7114,yes,no,cellular,5,feb,271,2,233,3,other,no
12279,39,management,single,secondary,no,113,yes,no,telephone,27,aug,23,9,-1,0,unknown,no
12280,54,management,married,tertiary,no,11391,no,no,cellular,4,aug,333,1,-1,0,unknown,no
12281,53,self-employed,divorced,tertiary,no,8,no,no,cellular,28,jan,201,3,-1,0,unknown,no
12282,37,blue-collar,divorced,secondary,no,-175,yes,no,unknown,9,may,182,1,-1,0,unknown,no
12283,27,services,single,secondary,no,44,no,no,unknown,7,sep,11,1,-1,0,unknown,no
12284,30,blue-collar,married,secondary,no,521,yes,no,cellular,23,jul,76,17,-1,0,unknown,no
12285,64,technician,married,secondary,no,1473,yes,no,cellular,13,feb,121,2,-1,0,unknown,no
12286,29,management,married,tertiary,no,202,yes,no,cellular,7,may,378,1,-1,0,unknown,no
12287,43,technician,married,secondary,no,5342,yes,no,unknown,29,may,689,2,-1,0,unknown,no
12288,37,admin.,divorced,secondary,no,496,no,no,cellular,4,feb,118,4,272,3,failure,no
12289,74,retired,married,tertiary,no,4912,no,no,telephone,20,apr,268,2,181,3,failure,no
12290,52,admin.,divorced,secondary,no,361,no,yes,cellular,20,nov,147,1,-1,0,unknown,no
12291,34,management,married,tertiary,no,3064,yes,no,cellular,17,jul,324,1,-1,0,unknown,no
12292,33,entrepreneur,single,secondary,no,1808,no,no,cellular,19,nov,84,1,-1,0,unknown,no
12293,35,technician,married,secondary,no,13,no,no,cellular,22,aug,94,2,-1,0,unknown,no
12294,32,management,married,tertiary,no,1196,yes,no,cellular,11,jul,508,1,-1,0,unknown,no
12295,41,technician,single,tertiary,no,159,no,no,cellular,18,nov,164,1,-1,0,unknown,no
12296,30,entrepreneur,married,secondary,no,-346,yes,yes,cellular,22,jul,88,1,-1,0,unknown,no
12297,52,entrepreneur,married,secondary,yes,-36,no,yes,cellular,15,jul,199,4,-1,0,unknown,no
12298,60,retired,married,tertiary,no,1224,yes,no,unknown,15,may,120,1,-1,0,unknown,no
12299,40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,2,-1,0,unknown,yes
12300,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
12301,35,management,single,tertiary,no,2707,no,no,cellular,5,feb,699,1,-1,0,unknown,yes
12302,50,blue-collar,married,secondary,no,616,yes,no,cellular,6,aug,439,6,-1,0,unknown,no
12303,33,technician,married,secondary,no,1940,no,no,cellular,27,aug,46,10,-1,0,unknown,no
12304,36,blue-collar,married,secondary,no,718,yes,no,cellular,28,jul,91,3,-1,0,unknown,no
12305,29,management,single,tertiary,no,5980,yes,no,unknown,28,may,317,1,-1,0,unknown,no
12306,49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,no
12307,51,unemployed,married,primary,no,0,no,no,unknown,5,jun,23,2,-1,0,unknown,no
12308,39,admin.,married,secondary,no,441,no,no,unknown,6,jun,101,2,-1,0,unknown,no
12309,30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,unknown,yes
12310,33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151,3,-1,0,unknown,no
12311,58,entrepreneur,married,tertiary,no,6384,no,no,cellular,19,nov,90,3,-1,0,unknown,no
12312,49,blue-collar,married,primary,no,3915,yes,no,telephone,15,apr,44,1,-1,0,unknown,no
12313,45,technician,single,secondary,no,4367,yes,no,cellular,27,feb,71,1,-1,0,unknown,no
12314,45,management,married,tertiary,no,2,yes,no,cellular,16,jul,192,2,-1,0,unknown,no
12315,33,technician,married,secondary,no,603,yes,no,unknown,20,may,345,1,-1,0,unknown,no
12316,38,blue-collar,married,primary,no,398,yes,yes,cellular,17,apr,239,1,332,1,failure,no
12317,53,management,married,tertiary,no,1014,no,yes,cellular,19,nov,59,2,-1,0,unknown,no
12318,39,unemployed,single,secondary,no,356,yes,no,unknown,30,may,462,2,-1,0,unknown,no
12319,59,blue-collar,divorced,primary,no,1,no,yes,cellular,8,jul,214,1,-1,0,unknown,no
12320,56,management,single,secondary,no,237,yes,no,telephone,17,nov,117,3,131,4,failure,no
12321,28,blue-collar,married,unknown,no,52,yes,no,unknown,13,may,226,1,-1,0,unknown,no
12322,44,admin.,single,unknown,yes,-612,yes,no,cellular,31,jul,297,1,-1,0,unknown,no
12323,25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,0,unknown,yes
12324,41,management,married,tertiary,no,15787,no,yes,cellular,3,jun,175,3,-1,0,unknown,no
12325,29,blue-collar,married,primary,no,544,no,yes,cellular,21,jul,121,4,-1,0,unknown,no
12326,31,technician,married,tertiary,no,15,no,no,unknown,2,jun,389,1,-1,0,unknown,no
12327,33,admin.,divorced,secondary,no,1128,yes,no,unknown,8,may,139,2,-1,0,unknown,no
12328,43,management,married,tertiary,no,0,no,no,cellular,2,feb,319,2,-1,0,unknown,no
12329,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,355,1,other,yes
12330,32,admin.,married,secondary,no,901,yes,no,cellular,20,nov,140,1,-1,0,unknown,no
12331,31,management,married,unknown,no,4123,no,no,cellular,21,nov,584,2,-1,0,unknown,no
12332,36,blue-collar,married,primary,no,-327,yes,yes,unknown,23,may,691,1,-1,0,unknown,no
12333,46,blue-collar,married,primary,no,185,no,no,cellular,25,aug,226,10,-1,0,unknown,no
12334,56,retired,married,primary,no,-464,yes,no,cellular,29,jul,820,6,-1,0,unknown,no
12335,34,student,single,tertiary,no,3404,yes,no,cellular,8,apr,420,1,139,5,failure,no
12336,33,admin.,married,secondary,no,1499,yes,no,unknown,21,may,144,2,-1,0,unknown,no
12337,50,admin.,married,secondary,no,4117,no,no,cellular,21,nov,530,1,-1,0,unknown,yes
12338,51,technician,divorced,primary,no,300,no,yes,cellular,5,feb,8,6,-1,0,unknown,no
12339,25,blue-collar,single,unknown,no,586,yes,no,cellular,20,apr,712,1,-1,0,unknown,no
12340,51,admin.,married,secondary,no,73,no,no,cellular,21,jul,195,1,-1,0,unknown,no
12341,48,management,married,tertiary,no,0,yes,no,cellular,4,may,85,1,61,5,failure,no
12342,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes
12343,46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,no
12344,46,services,married,unknown,no,12839,yes,no,cellular,17,nov,228,4,-1,0,unknown,no
12345,49,admin.,married,secondary,no,197,yes,no,cellular,23,jul,125,1,101,3,success,no
12346,45,blue-collar,married,primary,yes,153,no,yes,cellular,18,jul,706,9,-1,0,unknown,no
12347,43,management,married,tertiary,no,0,no,no,telephone,17,oct,147,1,-1,0,unknown,no
12348,33,technician,single,tertiary,no,469,no,no,cellular,26,aug,158,9,-1,0,unknown,no
12349,50,services,divorced,secondary,no,145,yes,no,unknown,8,may,170,1,-1,0,unknown,no
12350,36,management,married,tertiary,no,532,yes,no,cellular,14,may,603,1,-1,0,unknown,no
12351,39,blue-collar,married,primary,no,1506,yes,no,cellular,11,may,299,2,-1,0,unknown,no
12352,33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
12353,44,technician,married,secondary,no,267,no,no,cellular,22,aug,520,2,-1,0,unknown,yes
12354,25,services,single,secondary,no,-268,yes,no,unknown,21,may,264,1,-1,0,unknown,no
12355,53,admin.,married,secondary,no,10541,no,no,cellular,9,nov,178,1,-1,0,unknown,yes
12356,57,blue-collar,married,primary,no,211,yes,no,cellular,3,apr,239,2,-1,0,unknown,no
12357,51,blue-collar,married,primary,no,593,yes,no,unknown,28,may,157,2,-1,0,unknown,no
12358,36,blue-collar,married,secondary,no,2627,yes,no,unknown,18,jun,94,1,-1,0,unknown,no
12359,40,blue-collar,married,primary,no,46,yes,no,unknown,6,may,119,1,-1,0,unknown,no
12360,47,blue-collar,married,secondary,no,3237,yes,no,cellular,18,nov,38,1,187,3,failure,no
12361,28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,no
12362,37,technician,single,secondary,no,123,no,yes,cellular,5,feb,136,1,-1,0,unknown,no
12363,69,retired,married,secondary,no,0,no,no,cellular,16,oct,1580,2,-1,0,unknown,no
12364,60,retired,single,tertiary,no,7440,yes,no,unknown,15,may,92,3,-1,0,unknown,no
12365,48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71,1,-1,0,unknown,no
12366,35,management,married,tertiary,no,43,yes,no,cellular,20,apr,860,1,-1,0,unknown,yes
12367,51,services,married,secondary,no,867,yes,no,cellular,7,jul,422,3,-1,0,unknown,no
12368,45,housemaid,married,tertiary,no,40,yes,no,cellular,2,feb,68,1,-1,0,unknown,no
12369,56,management,single,unknown,no,111,no,no,cellular,19,oct,79,1,186,1,failure,no
12370,34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,yes
12371,39,technician,married,tertiary,no,508,no,no,cellular,2,nov,154,3,-1,0,unknown,no
12372,30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,yes
12373,34,admin.,married,secondary,no,79,yes,no,unknown,23,may,83,1,-1,0,unknown,no
12374,37,entrepreneur,married,secondary,no,680,yes,yes,cellular,21,nov,21,11,185,1,other,no
12375,46,blue-collar,married,primary,no,2093,no,no,unknown,5,jun,128,2,-1,0,unknown,no
12376,36,management,single,tertiary,no,247,no,no,unknown,21,may,354,5,-1,0,unknown,no
12377,61,housemaid,married,primary,no,368,no,no,cellular,8,aug,62,3,-1,0,unknown,no
12378,48,technician,married,secondary,no,720,yes,no,unknown,8,may,177,3,-1,0,unknown,no
12379,48,management,divorced,tertiary,no,174,no,no,cellular,6,aug,290,2,-1,0,unknown,no
12380,44,housemaid,married,primary,no,0,yes,no,telephone,9,jul,224,1,-1,0,unknown,no
12381,58,blue-collar,married,secondary,no,221,yes,no,cellular,17,apr,115,2,343,2,failure,no
12382,35,blue-collar,divorced,primary,no,13,no,yes,cellular,9,jul,364,1,-1,0,unknown,no
12383,36,blue-collar,married,primary,no,356,yes,yes,cellular,12,may,692,4,172,4,other,no
12384,63,unknown,married,secondary,no,367,no,no,telephone,4,mar,262,1,178,6,failure,no
12385,45,admin.,married,secondary,no,149,yes,no,unknown,23,may,893,3,-1,0,unknown,yes
12386,28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
12387,33,blue-collar,single,secondary,no,-38,yes,no,cellular,18,may,184,1,-1,0,unknown,no
12388,29,technician,single,secondary,no,290,yes,yes,cellular,8,jul,293,1,-1,0,unknown,no
12389,39,services,married,secondary,no,2381,yes,yes,cellular,29,jul,91,3,-1,0,unknown,no
12390,52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
12391,37,management,single,tertiary,no,808,no,no,cellular,5,may,29,4,349,1,failure,no
12392,41,services,married,secondary,no,1785,no,no,cellular,30,jul,225,7,-1,0,unknown,no
12393,57,technician,married,secondary,no,461,yes,no,unknown,19,jun,69,2,-1,0,unknown,no
12394,52,blue-collar,divorced,primary,no,29,yes,no,cellular,21,jul,245,1,-1,0,unknown,no
12395,29,blue-collar,single,primary,no,365,yes,yes,unknown,7,may,245,2,-1,0,unknown,no
12396,33,services,married,secondary,no,1330,yes,no,cellular,18,nov,245,1,-1,0,unknown,no
12397,26,management,married,tertiary,no,52,no,yes,telephone,12,nov,238,1,-1,0,unknown,no
12398,36,services,single,secondary,no,62,yes,no,unknown,5,may,215,2,-1,0,unknown,no
12399,55,retired,married,tertiary,no,2929,no,no,unknown,16,jun,556,3,-1,0,unknown,no
12400,51,unemployed,married,secondary,no,425,yes,no,unknown,14,may,286,14,-1,0,unknown,no
12401,28,admin.,single,secondary,no,-215,yes,no,cellular,15,may,188,1,360,3,failure,no
12402,31,services,married,secondary,no,-538,no,yes,unknown,27,may,284,1,-1,0,unknown,no
12403,44,technician,single,secondary,no,59,yes,no,cellular,18,may,9,4,341,19,failure,no
12404,41,management,married,secondary,no,1273,no,no,unknown,20,jun,73,3,-1,0,unknown,no
12405,46,blue-collar,married,primary,no,2023,yes,no,cellular,21,nov,118,1,-1,0,unknown,no
12406,35,blue-collar,single,secondary,no,4845,no,no,cellular,19,nov,718,1,-1,0,unknown,no
12407,34,management,married,tertiary,yes,-30,yes,no,cellular,4,feb,449,2,-1,0,unknown,no
12408,55,technician,single,secondary,no,149,yes,no,cellular,11,aug,103,15,-1,0,unknown,no
12409,38,admin.,married,secondary,no,0,yes,no,cellular,8,jun,187,1,181,2,success,yes
12410,29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,367,3,323,3,failure,yes
12411,54,management,divorced,tertiary,no,2625,yes,no,cellular,26,aug,67,3,-1,0,unknown,no
12412,37,management,married,tertiary,no,825,yes,no,cellular,11,aug,214,5,-1,0,unknown,no
12413,25,student,single,secondary,no,6400,no,no,cellular,7,aug,100,1,-1,0,unknown,no
12414,37,technician,married,secondary,no,1450,yes,yes,unknown,21,may,112,1,-1,0,unknown,no
12415,35,services,single,secondary,no,1227,yes,yes,unknown,28,may,283,3,-1,0,unknown,no
12416,42,admin.,single,secondary,no,-847,yes,no,unknown,27,may,137,2,-1,0,unknown,no
12417,38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no
12418,29,technician,single,secondary,no,594,no,no,cellular,25,may,128,1,-1,0,unknown,no
12419,48,blue-collar,divorced,secondary,no,1893,no,no,telephone,29,jul,538,3,-1,0,unknown,no
12420,49,blue-collar,divorced,primary,no,1280,no,yes,cellular,12,aug,144,2,-1,0,unknown,no
12421,29,admin.,single,secondary,no,854,no,no,cellular,20,jul,175,5,95,1,other,no
12422,36,blue-collar,married,primary,no,106,yes,no,cellular,18,may,31,6,-1,0,unknown,no
12423,33,blue-collar,married,primary,no,1217,yes,no,unknown,27,may,271,3,-1,0,unknown,no
12424,35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,21,nov,171,2,-1,0,unknown,no
12425,35,services,married,secondary,no,39,no,no,unknown,7,may,143,1,-1,0,unknown,no
12426,57,retired,married,primary,no,13,yes,no,cellular,13,may,164,2,366,2,failure,no
12427,27,management,single,tertiary,no,1137,yes,no,cellular,8,may,26,1,-1,0,unknown,no
12428,53,self-employed,married,tertiary,no,337,yes,yes,cellular,18,nov,80,2,-1,0,unknown,no
12429,51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,61,2,131,1,failure,no
12430,54,blue-collar,married,secondary,no,537,no,no,cellular,4,aug,226,1,-1,0,unknown,no
12431,40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38,1,335,1,other,no
12432,40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes
12433,30,blue-collar,married,secondary,no,246,yes,no,cellular,18,nov,166,2,113,5,failure,no
12434,41,technician,married,secondary,no,0,no,no,unknown,20,jun,267,2,-1,0,unknown,no
12435,46,management,married,tertiary,no,3115,no,no,cellular,18,aug,134,2,-1,0,unknown,no
12436,57,technician,married,primary,no,4442,no,no,cellular,8,jul,97,6,-1,0,unknown,no
12437,52,management,divorced,tertiary,no,12,yes,no,unknown,30,may,33,5,-1,0,unknown,no
12438,36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138,2,-1,0,unknown,no
12439,31,technician,married,secondary,no,3322,yes,no,cellular,14,aug,421,2,-1,0,unknown,no
12440,27,blue-collar,single,secondary,no,672,yes,no,unknown,23,may,164,1,-1,0,unknown,no
12441,54,blue-collar,married,primary,no,1298,no,no,telephone,17,jul,304,4,-1,0,unknown,no
12442,23,technician,single,secondary,yes,150,yes,yes,unknown,6,jun,66,5,-1,0,unknown,no
12443,42,blue-collar,married,secondary,no,363,no,no,cellular,8,apr,101,2,-1,0,unknown,no
12444,45,technician,married,secondary,no,-374,no,yes,cellular,18,aug,149,5,-1,0,unknown,no
12445,72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,yes
12446,57,services,single,secondary,no,2236,yes,no,unknown,14,may,73,2,-1,0,unknown,no
12447,86,retired,married,primary,no,0,no,no,cellular,15,apr,141,12,-1,0,unknown,no
12448,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,no
12449,76,management,married,unknown,no,1780,yes,no,telephone,23,apr,413,3,-1,0,unknown,yes
12450,68,retired,single,unknown,no,518,no,no,cellular,17,mar,74,1,-1,0,unknown,no
12451,47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,1,-1,0,unknown,yes
12452,49,management,married,tertiary,no,4594,no,no,cellular,11,aug,157,3,-1,0,unknown,no
12453,30,blue-collar,single,secondary,no,-42,no,no,cellular,7,jul,86,2,-1,0,unknown,no
12454,35,management,married,tertiary,no,641,yes,no,cellular,12,may,41,1,-1,0,unknown,no
12455,52,unemployed,married,tertiary,no,1595,no,no,cellular,6,feb,40,1,-1,0,unknown,no
12456,42,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure,no
12457,37,management,single,tertiary,no,695,no,no,cellular,28,jan,233,1,-1,0,unknown,no
12458,32,blue-collar,married,secondary,no,931,yes,no,unknown,3,jun,409,1,-1,0,unknown,no
12459,30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,1,91,1,success,yes
12460,36,admin.,married,secondary,no,854,yes,no,cellular,2,feb,130,1,-1,0,unknown,no
12461,56,management,married,tertiary,no,94,no,no,cellular,23,jul,530,3,-1,0,unknown,no
12462,38,technician,married,secondary,no,1097,no,yes,cellular,7,aug,186,3,-1,0,unknown,no
12463,31,services,single,secondary,no,258,yes,no,cellular,18,may,409,3,-1,0,unknown,no
12464,37,management,married,tertiary,no,392,no,no,cellular,6,aug,115,2,-1,0,unknown,no
12465,34,management,married,tertiary,no,1310,no,no,telephone,30,jan,521,3,158,7,other,no
12466,57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
12467,40,retired,married,secondary,no,102,no,no,cellular,6,may,168,1,-1,0,unknown,no
12468,39,management,married,secondary,no,2445,no,no,unknown,16,jun,303,5,-1,0,unknown,no
12469,34,technician,single,tertiary,no,0,no,no,cellular,21,aug,121,2,-1,0,unknown,no
12470,30,blue-collar,married,secondary,no,2,yes,yes,cellular,17,apr,291,2,326,1,failure,no
12471,32,services,married,secondary,no,21,no,no,unknown,6,jun,144,15,-1,0,unknown,no
12472,30,technician,single,tertiary,no,187,no,no,cellular,28,aug,66,4,-1,0,unknown,no
12473,27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,-1,0,unknown,yes
12474,55,retired,married,tertiary,no,127,no,no,cellular,5,feb,80,2,-1,0,unknown,no
12475,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes
12476,33,student,single,tertiary,no,2904,no,no,cellular,20,nov,42,1,-1,0,unknown,no
12477,46,self-employed,married,unknown,no,-257,no,no,cellular,21,nov,104,1,189,2,failure,no
12478,32,management,married,tertiary,no,132,yes,no,unknown,30,may,565,2,-1,0,unknown,no
12479,40,technician,single,secondary,no,191,yes,no,cellular,18,may,19,4,374,1,other,no
12480,37,admin.,married,secondary,no,1335,yes,no,telephone,3,apr,309,4,262,4,other,no
12481,35,technician,married,secondary,no,304,yes,no,unknown,13,may,3,1,-1,0,unknown,no
12482,83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,659,1,-1,0,unknown,yes
12483,29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,-1,0,unknown,no
12484,57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no
12485,25,blue-collar,single,secondary,no,1163,no,no,cellular,7,dec,262,3,-1,0,unknown,no
12486,51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,unknown,yes
12487,32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
12488,47,housemaid,married,secondary,no,3940,yes,no,cellular,9,nov,171,2,96,5,success,no
12489,23,services,married,secondary,no,83,yes,no,cellular,6,may,199,1,358,1,failure,no
12490,48,admin.,divorced,secondary,no,-212,yes,yes,unknown,26,may,76,1,-1,0,unknown,no
12491,48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,-1,0,unknown,yes
12492,34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes
12493,46,technician,married,secondary,no,0,yes,no,unknown,4,jun,242,5,-1,0,unknown,no
12494,31,blue-collar,married,secondary,no,604,yes,no,cellular,17,apr,99,2,150,2,failure,no
12495,44,self-employed,married,primary,no,614,no,no,cellular,12,aug,85,4,-1,0,unknown,no
12496,37,management,married,tertiary,no,425,yes,no,unknown,20,may,226,1,-1,0,unknown,no
12497,56,technician,married,primary,no,675,yes,no,unknown,29,may,137,1,-1,0,unknown,no
12498,28,services,married,secondary,no,72,no,yes,cellular,10,jul,418,4,-1,0,unknown,no
12499,57,management,divorced,tertiary,no,461,yes,no,unknown,21,may,142,10,-1,0,unknown,no
12500,38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,63,1,-1,0,unknown,no
12501,49,blue-collar,married,primary,no,923,no,no,unknown,20,jun,471,2,-1,0,unknown,no
12502,32,technician,single,tertiary,no,300,no,no,cellular,11,aug,163,2,-1,0,unknown,no
12503,60,entrepreneur,divorced,secondary,no,1307,yes,no,unknown,27,may,328,11,-1,0,unknown,no
12504,39,management,married,tertiary,no,1209,no,no,cellular,20,nov,60,1,-1,0,unknown,no
12505,52,blue-collar,married,primary,no,336,no,yes,telephone,17,jul,381,7,-1,0,unknown,no
12506,47,retired,married,primary,no,490,yes,no,unknown,18,jun,55,10,-1,0,unknown,no
12507,57,retired,married,secondary,no,256,no,no,cellular,7,aug,198,4,-1,0,unknown,no
12508,26,blue-collar,single,secondary,no,-132,no,no,unknown,8,may,12,1,-1,0,unknown,no
12509,33,services,married,secondary,no,0,yes,no,unknown,5,may,54,1,-1,0,unknown,no
12510,27,student,single,unknown,no,1444,no,no,cellular,2,feb,248,2,-1,0,unknown,no
12511,34,unemployed,married,secondary,no,0,no,yes,unknown,26,jun,465,2,-1,0,unknown,no
12512,45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,unknown,yes
12513,55,technician,married,tertiary,no,440,no,no,unknown,23,may,556,1,-1,0,unknown,no
12514,59,technician,divorced,tertiary,no,3331,yes,no,cellular,24,jul,43,3,-1,0,unknown,no
12515,27,admin.,single,secondary,no,-145,yes,no,telephone,15,may,289,8,-1,0,unknown,no
12516,41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
12517,43,management,divorced,tertiary,no,-166,yes,yes,cellular,26,aug,176,2,-1,0,unknown,no
12518,43,admin.,married,secondary,no,24,yes,no,cellular,7,may,183,4,357,2,other,no
12519,38,services,single,primary,no,393,yes,no,cellular,14,may,200,1,-1,0,unknown,no
12520,39,management,single,tertiary,no,595,yes,no,unknown,13,may,427,1,-1,0,unknown,no
12521,35,blue-collar,married,primary,no,162,yes,no,unknown,4,jun,60,4,-1,0,unknown,no
12522,36,services,single,secondary,no,568,yes,no,cellular,15,may,140,3,364,2,failure,no
12523,47,admin.,single,primary,no,683,no,no,cellular,20,nov,101,1,-1,0,unknown,no
12524,39,blue-collar,divorced,tertiary,no,382,no,no,cellular,18,jun,201,3,-1,0,unknown,no
12525,56,unknown,married,unknown,no,15088,no,no,cellular,11,aug,179,4,-1,0,unknown,no
12526,49,admin.,divorced,secondary,no,1709,yes,no,unknown,12,jun,106,1,-1,0,unknown,no
12527,61,retired,divorced,secondary,no,1761,no,no,cellular,7,dec,334,3,-1,0,unknown,no
12528,40,housemaid,married,secondary,no,949,no,no,cellular,8,aug,182,1,-1,0,unknown,no
12529,38,blue-collar,married,secondary,no,8444,yes,no,cellular,17,apr,39,2,324,1,other,no
12530,27,student,single,tertiary,no,838,no,no,cellular,11,oct,162,1,-1,0,unknown,no
12531,36,management,married,tertiary,no,1852,no,no,unknown,8,may,362,1,-1,0,unknown,no
12532,49,blue-collar,married,secondary,no,4259,no,no,cellular,19,nov,146,3,111,7,failure,no
12533,33,management,married,primary,no,142,yes,no,cellular,15,may,87,1,368,1,failure,no
12534,32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,3,-1,0,unknown,yes
12535,30,technician,married,secondary,no,32,no,no,cellular,29,aug,73,2,-1,0,unknown,no
12536,47,services,married,primary,no,1095,no,yes,unknown,2,jun,357,2,-1,0,unknown,no
12537,57,retired,married,secondary,no,168,no,no,cellular,7,aug,342,1,-1,0,unknown,yes
12538,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
12539,29,student,single,secondary,no,48,no,no,cellular,26,feb,51,1,-1,0,unknown,no
12540,43,blue-collar,married,primary,no,1147,yes,yes,unknown,19,may,112,7,-1,0,unknown,no
12541,36,blue-collar,married,secondary,no,928,no,no,cellular,17,apr,224,3,-1,0,unknown,no
12542,28,self-employed,single,tertiary,no,805,no,no,cellular,26,may,69,1,99,1,success,no
12543,48,blue-collar,married,primary,no,1001,yes,no,unknown,15,may,422,2,-1,0,unknown,no
12544,43,services,single,secondary,no,550,yes,no,cellular,13,may,107,2,-1,0,unknown,no
12545,40,housemaid,married,secondary,no,4136,yes,no,cellular,11,may,508,3,173,5,failure,no
12546,28,blue-collar,married,secondary,no,723,yes,yes,unknown,5,may,262,1,-1,0,unknown,no
12547,39,housemaid,married,secondary,no,365,yes,no,unknown,7,may,274,4,-1,0,unknown,no
12548,31,technician,married,secondary,no,310,yes,no,cellular,17,apr,334,2,240,2,failure,no
12549,39,admin.,divorced,secondary,no,7,yes,no,cellular,2,feb,550,1,-1,0,unknown,no
12550,48,blue-collar,married,primary,no,556,yes,no,telephone,12,may,22,1,-1,0,unknown,no
12551,37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,unknown,no
12552,49,technician,married,tertiary,no,1843,yes,no,cellular,25,may,269,1,-1,0,unknown,no
12553,53,admin.,married,secondary,no,1815,no,no,cellular,29,jul,86,6,-1,0,unknown,no
12554,28,unemployed,single,secondary,no,304,no,no,cellular,14,jun,516,1,-1,0,unknown,no
