age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,admin.,married,secondary,no,3338,no,no,cellular,27,aug,1100,4,-1,0,unknown,no
71,management,single,tertiary,no,1538,no,no,cellular,28,oct,93,1,-1,0,unknown,no
44,admin.,married,secondary,no,4054,no,no,unknown,21,apr,67,2,-1,0,unknown,no
27,services,single,secondary,no,448,yes,yes,cellular,15,sep,158,1,130,2,failure,no
36,technician,single,secondary,no,1427,no,yes,cellular,12,may,207,2,344,0,unknown,no
28,blue-collar,married,secondary,no,2309,yes,no,cellular,10,may,94,2,326,2,failure,no
57,housemaid,married,primary,no,127,yes,no,cellular,29,may,144,2,-1,0,unknown,no
54,housemaid,single,secondary,no,1037,no,no,unknown,21,jun,107,1,-1,0,unknown,no
47,services,married,secondary,no,2078,no,no,telephone,17,jan,57,1,145,2,other,no
38,blue-collar,single,primary,no,1088,yes,no,unknown,20,apr,629,1,-1,0,unknown,no
72,admin.,divorced,secondary,no,2014,no,no,cellular,15,feb,1076,1,91,1,success,yes
33,blue-collar,married,primary,no,494,yes,yes,cellular,22,aug,127,7,-1,0,unknown,no
42,blue-collar,married,primary,no,207,no,no,cellular,8,feb,116,2,-1,0,other,no
56,admin.,married,secondary,no,410,yes,no,telephone,21,may,48,1,-1,0,unknown,no
29,student,single,secondary,no,2043,no,no,telephone,30,jul,33,3,-1,0,unknown,no
55,retired,married,secondary,no,1947,no,no,unknown,28,may,128,3,-1,0,unknown,no
33,blue-collar,married,primary,no,721,yes,no,unknown,11,may,215,2,-1,0,unknown,no
26,management,single,unknown,no,965,no,no,cellular,13,sep,119,2,-1,0,unknown,no
28,blue-collar,divorced,secondary,no,766,yes,no,unknown,30,may,153,3,-1,0,unknown,no
41,management,married,tertiary,no,155,no,no,cellular,18,jul,215,8,-1,0,unknown,no
40,technician,married,secondary,no,3261,no,no,unknown,1,aug,72,4,-1,0,unknown,no
59,admin.,married,secondary,no,255,yes,yes,cellular,25,jul,198,1,-1,0,unknown,no
45,admin.,married,secondary,no,-161,yes,no,unknown,27,jun,496,1,-1,0,unknown,no
54,management,married,tertiary,no,1513,yes,no,telephone,25,nov,258,1,-1,0,unknown,no
60,housemaid,married,primary,no,160,no,no,cellular,28,mar,42,1,-1,0,unknown,yes
42,admin.,married,secondary,no,623,no,no,cellular,15,aug,144,1,-1,0,unknown,no
30,management,single,tertiary,no,553,yes,no,unknown,10,may,355,1,-1,0,unknown,no
32,admin.,married,secondary,no,1842,yes,no,unknown,18,may,151,2,-1,0,unknown,no
58,services,married,secondary,no,123,no,no,telephone,7,nov,90,10,-1,0,unknown,no
26,technician,single,tertiary,no,-352,no,no,cellular,5,aug,102,4,-1,0,unknown,no
32,housemaid,married,secondary,no,1181,yes,no,cellular,20,apr,1104,1,87,0,failure,no
31,unemployed,divorced,secondary,no,-362,yes,no,unknown,30,may,150,1,-1,0,unknown,no
32,admin.,married,secondary,no,-119,no,yes,cellular,21,may,310,1,-1,0,unknown,no
30,technician,single,tertiary,no,3305,yes,no,cellular,15,may,113,1,183,5,failure,no
28,admin.,single,primary,no,-26,yes,no,cellular,15,may,307,2,339,2,success,no
40,blue-collar,single,secondary,no,1803,no,no,unknown,18,jul,0,1,-1,0,unknown,no
41,blue-collar,married,unknown,no,175,yes,yes,cellular,16,jan,61,5,-1,9,unknown,no
55,services,married,secondary,no,1625,no,no,cellular,18,apr,103,5,-1,0,other,no
41,unemployed,married,secondary,no,3526,no,no,unknown,2,may,115,3,-1,0,unknown,no
44,admin.,divorced,secondary,no,517,yes,no,cellular,15,may,400,1,183,3,success,yes
28,blue-collar,married,unknown,no,499,no,no,unknown,4,jun,103,2,-1,0,unknown,no
39,blue-collar,married,secondary,yes,-511,no,yes,unknown,17,jul,96,22,-1,0,unknown,no
45,admin.,divorced,secondary,no,568,yes,yes,unknown,8,jul,405,3,-1,0,unknown,no
60,management,divorced,tertiary,no,6782,yes,no,cellular,29,may,145,2,-1,0,unknown,no
61,management,divorced,tertiary,yes,1364,yes,no,cellular,27,may,160,4,-1,0,unknown,no
42,unknown,married,unknown,no,2580,no,no,unknown,17,jun,8,5,-1,0,unknown,no
58,management,married,tertiary,no,3207,no,no,cellular,10,aug,103,1,0,0,unknown,no
27,admin.,single,secondary,no,1563,yes,no,cellular,29,may,1093,1,-1,0,unknown,no
54,admin.,divorced,secondary,no,2315,no,no,cellular,13,may,63,2,355,9,failure,no
25,admin.,married,secondary,yes,856,no,no,cellular,22,jul,169,5,-1,0,unknown,no
38,services,married,secondary,no,-98,yes,no,unknown,20,may,857,2,-1,0,unknown,no
30,services,married,secondary,no,504,yes,no,unknown,30,jan,1218,3,-1,0,unknown,yes
32,management,married,tertiary,no,2184,no,yes,cellular,19,apr,174,1,-1,0,unknown,no
30,blue-collar,single,unknown,no,2732,no,no,unknown,20,may,4,3,-1,0,unknown,no
30,technician,single,tertiary,yes,-428,no,no,cellular,18,jul,249,1,-1,0,unknown,no
55,admin.,divorced,secondary,no,558,yes,no,unknown,9,may,206,2,-1,0,unknown,yes
67,retired,divorced,primary,no,262,yes,no,unknown,30,may,60,1,-1,0,unknown,no
24,management,single,tertiary,no,-167,yes,no,cellular,30,aug,157,2,-1,0,unknown,no
44,blue-collar,married,primary,yes,92,yes,no,cellular,5,jul,68,2,-1,0,unknown,no
40,management,single,tertiary,no,603,no,no,cellular,14,mar,150,2,-1,0,unknown,yes
29,services,married,secondary,no,132,no,no,cellular,26,feb,90,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,1907,yes,no,telephone,6,apr,29,1,-1,0,unknown,no
39,entrepreneur,married,secondary,yes,57,yes,yes,unknown,8,may,261,1,-1,0,unknown,no
29,admin.,single,secondary,no,552,no,no,cellular,8,apr,450,2,504,3,success,yes
25,blue-collar,single,unknown,no,552,no,no,unknown,7,may,207,4,-1,0,unknown,no
55,blue-collar,single,primary,yes,245,no,no,unknown,20,may,63,1,-1,0,unknown,no
54,admin.,married,secondary,no,0,yes,yes,cellular,3,may,173,1,176,2,failure,no
28,student,single,tertiary,no,493,no,no,cellular,4,may,90,1,344,3,success,no
58,blue-collar,married,primary,no,960,no,no,cellular,4,jun,59,2,-1,0,unknown,no
64,blue-collar,married,primary,no,1007,yes,no,cellular,31,jul,82,3,-1,0,unknown,no
57,unemployed,married,secondary,no,97,no,no,cellular,28,jan,167,1,181,2,success,yes
34,unemployed,divorced,secondary,no,5818,no,no,cellular,20,feb,95,1,-1,0,unknown,no
52,technician,married,secondary,no,2284,no,yes,cellular,22,aug,122,2,-1,0,unknown,no
39,technician,married,secondary,no,80,yes,no,unknown,29,may,218,2,-1,0,unknown,no
24,unknown,single,unknown,no,2943,no,no,unknown,7,may,79,1,-1,0,unknown,no
48,management,single,tertiary,no,2863,no,no,unknown,27,jun,342,2,0,0,unknown,no
39,services,married,secondary,no,780,yes,yes,unknown,28,may,145,7,-1,5,unknown,no
52,blue-collar,married,secondary,no,1448,yes,no,cellular,18,nov,66,1,187,2,other,no
35,blue-collar,single,secondary,no,25,yes,no,unknown,18,jun,17,2,-1,0,unknown,no
30,student,single,tertiary,no,1045,yes,no,cellular,6,may,349,1,-1,0,unknown,no
40,technician,married,secondary,no,2138,no,no,unknown,1,jun,381,2,-1,0,unknown,no
47,management,single,tertiary,no,705,no,no,cellular,19,jan,259,2,93,3,success,no
34,student,single,unknown,no,879,no,no,cellular,5,feb,69,2,-1,0,unknown,no
53,management,married,tertiary,no,3345,no,no,cellular,4,may,38,3,-1,0,unknown,no
27,unemployed,single,secondary,no,1309,no,yes,cellular,31,nov,220,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,790,no,no,cellular,20,feb,71,1,185,0,success,no
84,retired,married,tertiary,no,2842,no,no,telephone,5,oct,657,1,176,10,success,yes
31,unemployed,single,secondary,no,2843,no,no,cellular,30,jan,144,1,0,0,unknown,no
35,admin.,married,secondary,no,3614,yes,no,unknown,8,may,107,3,-1,0,unknown,no
31,management,single,tertiary,no,183,yes,no,cellular,5,may,92,1,336,1,failure,no
30,services,single,secondary,no,189,no,no,cellular,4,may,360,1,0,0,unknown,no
41,admin.,married,secondary,no,643,yes,no,unknown,28,may,63,1,-1,0,unknown,no
33,technician,single,tertiary,no,4,yes,no,unknown,20,jun,207,1,0,0,unknown,no
27,management,married,tertiary,no,1954,no,yes,cellular,31,aug,57,15,-1,0,unknown,no
46,services,married,secondary,no,4121,yes,no,unknown,20,may,872,1,-1,0,unknown,no
55,blue-collar,married,primary,no,2743,yes,no,unknown,12,jun,697,3,-1,0,unknown,no
35,technician,married,secondary,no,2889,no,no,unknown,21,nov,137,2,0,0,unknown,no
36,management,divorced,tertiary,no,8849,yes,no,cellular,28,may,88,3,-1,2,success,no
41,services,married,secondary,no,92,yes,no,unknown,5,may,156,2,-1,0,unknown,no
34,housemaid,married,secondary,no,73,yes,yes,cellular,17,jul,599,9,-1,0,unknown,no
55,retired,married,primary,no,3520,no,yes,cellular,29,nov,83,1,-1,0,unknown,no
54,admin.,divorced,secondary,no,1918,no,no,cellular,6,aug,1137,2,-1,0,unknown,yes
31,technician,married,secondary,no,264,yes,no,unknown,19,may,101,2,-1,0,unknown,no
57,blue-collar,married,primary,no,101,yes,no,unknown,20,may,524,1,-1,0,unknown,no
37,blue-collar,married,secondary,yes,55,yes,no,cellular,31,jul,102,1,-1,0,unknown,no
53,blue-collar,married,primary,no,501,yes,no,cellular,28,may,583,1,339,2,failure,no
25,management,single,tertiary,no,132,no,no,cellular,10,oct,879,1,-1,0,unknown,yes
41,management,single,tertiary,no,3370,no,no,cellular,30,aug,47,4,-1,0,unknown,no
59,blue-collar,married,secondary,no,1146,no,no,cellular,14,aug,127,2,-1,0,unknown,no
34,admin.,single,secondary,no,399,no,no,cellular,22,aug,110,2,-1,0,unknown,no
41,technician,single,tertiary,no,512,no,no,cellular,31,aug,145,6,-1,0,unknown,no
39,unemployed,single,secondary,no,556,yes,no,unknown,6,jun,22,1,-1,0,unknown,no
30,management,single,tertiary,no,2330,yes,no,cellular,21,nov,808,2,-1,0,unknown,no
76,retired,married,primary,no,4464,no,no,unknown,28,jun,341,1,-1,0,unknown,no
49,technician,divorced,secondary,no,1883,no,yes,cellular,27,jul,139,1,-1,0,unknown,no
37,management,married,tertiary,no,1107,no,no,cellular,26,jun,180,1,-1,0,unknown,no
80,admin.,married,secondary,no,3375,no,yes,cellular,7,feb,78,2,272,3,other,yes
27,management,single,tertiary,no,5321,no,no,cellular,12,apr,585,2,392,0,unknown,yes
27,management,single,tertiary,no,618,yes,no,unknown,18,may,279,6,-1,0,unknown,no
39,management,single,tertiary,no,3950,yes,no,unknown,21,may,60,4,-1,0,unknown,no
57,retired,divorced,tertiary,no,2354,no,no,cellular,5,mar,75,1,179,4,success,yes
35,admin.,married,secondary,no,4446,yes,no,unknown,27,may,357,3,0,0,unknown,no
44,services,married,secondary,no,316,yes,no,telephone,27,apr,159,1,256,6,unknown,no
55,housemaid,married,primary,no,1132,no,no,unknown,29,jun,12,3,-1,0,unknown,no
29,admin.,married,secondary,no,727,yes,yes,unknown,7,may,230,1,-1,0,unknown,no
53,technician,divorced,secondary,no,1243,yes,no,cellular,5,feb,51,2,272,2,failure,no
51,admin.,married,primary,no,162,yes,no,cellular,29,may,101,1,249,2,failure,no
35,services,married,secondary,no,-221,yes,no,unknown,1,may,130,3,-1,0,unknown,no
49,technician,divorced,secondary,no,470,yes,no,cellular,29,may,162,5,262,11,other,no
30,blue-collar,married,primary,no,2320,no,no,unknown,6,jun,59,1,-1,0,unknown,no
37,management,single,tertiary,no,2388,yes,no,cellular,29,jan,100,2,123,3,failure,no
58,services,married,tertiary,no,442,no,no,telephone,30,jan,320,3,179,2,failure,no
58,services,divorced,secondary,no,379,no,no,cellular,10,sep,572,1,184,1,success,no
29,student,single,tertiary,no,4037,no,no,cellular,12,feb,232,1,171,5,success,yes
41,services,married,secondary,no,196,yes,no,cellular,19,may,183,1,-1,0,unknown,no
59,management,divorced,tertiary,no,142,yes,yes,unknown,5,may,876,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,461,no,no,cellular,20,jun,58,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,172,no,no,cellular,10,jul,490,1,-1,0,unknown,no
59,admin.,married,secondary,no,152,yes,no,cellular,6,aug,314,1,-1,0,unknown,no
31,admin.,married,secondary,no,3428,no,no,unknown,29,apr,113,7,-1,0,unknown,no
25,self-employed,single,unknown,no,2484,no,no,cellular,21,apr,154,1,-1,0,unknown,no
29,admin.,married,secondary,no,743,no,no,cellular,26,jan,330,5,177,2,failure,no
36,technician,single,secondary,no,2087,yes,no,cellular,19,apr,165,1,-1,0,unknown,no
52,blue-collar,single,tertiary,no,389,no,no,cellular,21,jan,48,1,-1,0,unknown,no
23,management,single,tertiary,no,6387,no,no,cellular,16,jan,446,1,192,10,success,yes
36,management,married,tertiary,no,-14,yes,no,cellular,15,may,617,5,-1,0,unknown,no
33,management,single,secondary,no,2863,yes,no,cellular,19,nov,212,1,178,2,failure,no
37,management,divorced,tertiary,no,-184,yes,no,unknown,6,may,299,1,-1,0,unknown,no
53,management,married,primary,no,438,no,no,cellular,4,aug,577,1,-1,0,unknown,no
51,technician,married,secondary,no,1656,yes,no,unknown,17,may,727,1,-1,0,unknown,no
35,management,married,tertiary,no,3326,no,no,cellular,21,aug,119,7,-1,0,unknown,no
44,management,single,tertiary,no,770,no,yes,cellular,13,aug,275,2,172,2,failure,no
32,admin.,married,primary,no,3385,no,no,unknown,30,aug,75,3,-1,0,unknown,no
43,admin.,married,secondary,no,-100,yes,no,cellular,9,apr,192,2,172,2,other,no
50,management,divorced,secondary,no,970,yes,no,cellular,3,nov,165,5,192,3,failure,no
34,admin.,divorced,secondary,no,168,yes,no,cellular,17,apr,260,1,358,3,other,no
37,admin.,single,secondary,no,5287,yes,no,cellular,20,apr,78,5,174,5,success,no
37,self-employed,married,secondary,no,447,no,yes,cellular,9,jul,500,1,-1,0,unknown,no
29,admin.,married,secondary,no,2946,no,no,unknown,6,may,477,1,-1,0,unknown,no
55,management,divorced,tertiary,no,1994,no,no,cellular,5,aug,128,2,270,1,failure,no
56,management,single,tertiary,no,2881,no,no,cellular,7,sep,199,3,-1,0,other,no
29,management,divorced,tertiary,no,366,yes,yes,cellular,12,may,196,1,-1,0,unknown,no
53,management,married,tertiary,no,3714,no,yes,telephone,17,jan,90,2,-1,0,unknown,no
62,retired,married,primary,no,3066,no,no,unknown,28,may,259,3,0,0,unknown,no
46,housemaid,married,primary,no,1175,yes,no,cellular,17,feb,26,1,73,1,failure,no
53,management,married,tertiary,no,2399,no,no,unknown,7,jan,62,1,-1,0,unknown,no
30,admin.,single,secondary,no,344,yes,no,cellular,7,may,242,3,282,1,failure,no
30,admin.,married,unknown,no,973,no,no,cellular,12,may,924,1,98,2,success,yes
34,blue-collar,married,secondary,no,243,yes,no,telephone,4,sep,526,1,105,5,success,yes
27,admin.,married,secondary,no,32,no,no,unknown,4,jun,86,3,-1,0,unknown,no
34,management,single,tertiary,no,119,no,no,unknown,9,aug,284,4,-1,0,unknown,no
28,management,single,tertiary,no,735,yes,no,cellular,21,nov,97,2,-1,0,unknown,no
48,blue-collar,married,primary,no,-73,yes,no,cellular,29,feb,73,5,-1,0,unknown,no
29,blue-collar,married,secondary,no,469,yes,no,telephone,8,may,170,3,-1,0,unknown,no
58,housemaid,divorced,secondary,no,1388,yes,yes,cellular,29,jan,90,5,270,5,failure,no
41,blue-collar,married,secondary,no,386,yes,no,cellular,26,may,185,2,-1,0,unknown,no
22,student,single,tertiary,no,2674,no,no,cellular,7,jan,113,2,176,10,other,yes
36,admin.,single,tertiary,no,894,yes,no,cellular,24,apr,82,1,-1,0,unknown,no
54,admin.,single,secondary,no,7,no,no,cellular,4,aug,728,1,-1,0,unknown,yes
36,admin.,married,secondary,no,894,yes,yes,cellular,15,may,460,2,-1,0,unknown,no
30,management,single,tertiary,no,5,yes,no,telephone,20,may,205,5,-1,0,unknown,no
37,technician,single,secondary,no,110,no,no,cellular,21,aug,69,2,177,5,failure,no
73,technician,divorced,secondary,no,3331,no,no,cellular,12,aug,57,14,-1,0,unknown,no
44,management,single,tertiary,yes,117,yes,no,unknown,27,may,55,1,-1,0,unknown,no
38,admin.,married,tertiary,no,442,yes,no,cellular,15,may,167,1,-1,0,unknown,no
41,management,married,tertiary,no,10885,yes,no,cellular,7,aug,126,1,-1,0,unknown,no
51,blue-collar,married,primary,no,74,no,yes,unknown,17,may,250,1,-1,0,unknown,no
48,admin.,single,secondary,no,143,yes,no,unknown,21,jun,183,1,-1,0,unknown,no
30,management,married,tertiary,yes,2096,no,no,cellular,29,sep,639,2,-1,6,success,yes
31,services,single,secondary,no,-205,yes,no,unknown,29,may,227,1,-1,0,unknown,no
41,admin.,married,primary,no,1238,yes,no,cellular,20,may,301,1,-1,0,unknown,no
21,blue-collar,single,secondary,no,1997,yes,no,unknown,11,may,536,1,-1,0,unknown,no
28,management,single,tertiary,no,1649,yes,no,unknown,12,sep,0,1,-1,0,unknown,no
53,unemployed,married,tertiary,no,1589,no,no,telephone,31,jul,32,9,-1,0,unknown,no
34,housemaid,married,secondary,yes,-149,no,no,cellular,16,jul,359,3,-1,0,unknown,no
46,management,single,tertiary,no,347,yes,no,cellular,2,aug,81,5,181,9,unknown,no
29,blue-collar,single,primary,no,576,yes,no,unknown,31,may,147,2,-1,0,unknown,no
36,admin.,married,primary,no,3785,no,no,unknown,3,jun,71,2,-1,0,unknown,no
61,services,married,unknown,no,-10,yes,no,unknown,29,may,334,1,-1,0,unknown,no
36,management,single,tertiary,no,851,yes,no,cellular,28,jan,84,5,263,3,failure,no
30,technician,single,tertiary,no,15,yes,no,cellular,13,may,167,2,253,2,other,no
31,admin.,single,tertiary,yes,105,no,no,cellular,13,may,86,2,-1,0,unknown,no
32,services,married,unknown,no,194,yes,no,cellular,29,jan,8,3,257,2,failure,no
38,management,married,secondary,no,1265,yes,yes,cellular,21,nov,228,1,-1,0,unknown,no
33,blue-collar,single,unknown,no,1573,no,no,unknown,28,jun,1912,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,906,yes,no,cellular,19,jul,569,2,-1,0,unknown,no
33,technician,single,tertiary,no,483,yes,no,cellular,29,apr,130,1,267,6,failure,no
49,admin.,single,secondary,no,3918,yes,no,cellular,6,apr,556,3,-1,0,unknown,yes
23,entrepreneur,single,tertiary,yes,-85,no,no,unknown,16,jun,195,1,-1,0,unknown,no
49,services,married,secondary,no,413,no,no,cellular,1,apr,179,2,174,2,unknown,no
35,admin.,divorced,secondary,no,512,yes,no,unknown,13,may,351,2,-1,0,unknown,no
57,management,divorced,tertiary,no,698,no,no,cellular,29,sep,126,3,-1,0,unknown,no
23,admin.,single,tertiary,no,2922,yes,no,cellular,22,apr,53,1,0,0,unknown,no
28,admin.,married,secondary,no,249,yes,yes,cellular,27,may,29,6,-1,0,unknown,no
30,admin.,single,secondary,no,36,yes,no,unknown,31,may,120,2,-1,0,unknown,no
37,management,married,tertiary,no,282,no,no,cellular,29,jul,54,2,-1,0,unknown,no
33,technician,married,tertiary,no,536,no,no,cellular,21,nov,122,5,119,3,failure,no
47,self-employed,single,tertiary,no,-121,yes,no,unknown,14,may,88,5,-1,0,unknown,no
58,blue-collar,married,secondary,yes,5,yes,yes,cellular,7,jul,153,1,0,0,unknown,no
40,management,married,secondary,no,748,yes,no,telephone,23,sep,240,3,-1,0,unknown,no
51,blue-collar,married,primary,no,-10,yes,no,cellular,7,may,1143,3,-1,0,unknown,no
31,technician,single,secondary,no,228,no,no,cellular,4,aug,121,2,-1,0,unknown,no
60,unemployed,married,secondary,no,2887,no,no,cellular,2,jan,145,2,183,2,failure,no
29,management,single,tertiary,no,111,no,no,unknown,15,aug,110,7,-1,0,unknown,no
36,management,married,tertiary,no,543,no,no,cellular,3,may,357,1,175,3,success,yes
44,technician,married,primary,no,569,yes,no,cellular,22,jan,84,1,186,2,other,no
51,management,married,secondary,yes,953,yes,yes,cellular,31,jul,72,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,793,no,yes,unknown,7,may,1080,1,-1,0,unknown,yes
32,technician,single,secondary,no,545,no,no,telephone,27,sep,78,2,92,2,other,no
28,management,single,unknown,no,545,no,no,unknown,7,jul,58,10,-1,0,unknown,no
37,admin.,divorced,secondary,no,68,yes,no,unknown,8,may,147,2,-1,0,unknown,no
24,admin.,single,secondary,no,731,no,no,unknown,21,jan,705,1,-1,0,unknown,yes
48,management,married,tertiary,no,3550,yes,no,cellular,2,jan,90,1,135,2,unknown,no
58,admin.,divorced,secondary,no,-34,yes,yes,cellular,29,jul,141,1,-1,0,unknown,no
40,admin.,single,secondary,no,3175,no,no,unknown,11,may,232,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,4645,no,no,cellular,2,oct,261,1,96,6,success,yes
60,retired,married,tertiary,no,9906,no,no,unknown,31,aug,105,1,-1,0,unknown,no
41,admin.,married,secondary,no,559,yes,no,unknown,13,may,416,3,267,2,failure,no
59,admin.,married,secondary,no,9805,yes,no,unknown,2,may,226,2,-1,0,unknown,no
29,services,single,secondary,no,267,yes,yes,cellular,8,may,344,3,-1,0,unknown,no
56,management,divorced,secondary,no,654,no,no,cellular,21,apr,82,5,-1,0,unknown,no
26,management,single,tertiary,no,710,yes,no,cellular,11,oct,457,1,-1,0,unknown,yes
33,admin.,married,secondary,no,144,yes,yes,cellular,17,jul,276,1,-1,0,unknown,no
32,unemployed,single,tertiary,no,1304,no,no,unknown,29,jun,36,1,-1,0,unknown,no
33,technician,single,secondary,no,1883,no,no,cellular,25,aug,288,2,-1,0,unknown,no
55,retired,married,secondary,no,-107,yes,yes,cellular,27,jul,146,2,-1,0,unknown,no
44,admin.,married,tertiary,no,33,yes,no,cellular,27,may,220,1,-1,0,unknown,no
33,management,single,tertiary,no,106,no,no,cellular,12,aug,68,2,-1,0,unknown,yes
38,management,single,tertiary,no,848,yes,no,cellular,15,jan,87,2,190,3,failure,no
41,admin.,single,secondary,no,1801,yes,no,cellular,19,aug,85,1,-1,0,unknown,no
32,self-employed,single,secondary,no,955,yes,no,cellular,11,nov,263,1,165,6,other,no
38,management,married,primary,no,2049,no,no,unknown,3,jun,33,1,-1,0,unknown,no
46,blue-collar,single,secondary,yes,-240,yes,no,unknown,3,jun,159,1,-1,0,unknown,no
56,unemployed,divorced,tertiary,no,6241,no,no,cellular,21,nov,60,4,-1,0,unknown,no
51,blue-collar,married,primary,no,2973,no,no,unknown,19,jul,97,2,-1,0,unknown,no
46,technician,divorced,secondary,no,879,no,no,cellular,21,aug,32,5,-1,0,unknown,no
19,admin.,single,secondary,no,2114,no,no,cellular,20,nov,56,1,-1,0,unknown,no
31,admin.,single,secondary,no,3310,yes,no,unknown,9,may,314,1,-1,0,unknown,no
61,retired,married,secondary,no,2790,no,no,cellular,10,sep,123,2,-1,0,unknown,no
28,management,married,tertiary,no,1472,no,no,cellular,13,apr,654,3,91,10,success,yes
34,unemployed,divorced,tertiary,no,5356,yes,no,unknown,3,may,151,1,-1,0,unknown,no
32,admin.,single,secondary,no,2480,yes,no,unknown,15,may,69,1,-1,0,unknown,no
46,management,married,tertiary,no,1562,yes,no,unknown,29,may,701,3,-1,1,unknown,no
53,admin.,married,secondary,no,873,no,no,cellular,7,feb,179,2,177,2,failure,no
42,management,married,tertiary,no,2298,yes,no,cellular,28,aug,252,2,180,9,success,no
56,admin.,divorced,secondary,no,3685,yes,no,cellular,30,may,93,8,-1,0,unknown,no
35,admin.,single,secondary,no,1671,no,no,cellular,10,oct,295,1,175,3,success,yes
44,management,single,tertiary,no,321,yes,no,cellular,13,aug,116,3,-1,0,unknown,no
43,technician,married,secondary,no,6558,yes,no,cellular,19,feb,59,5,183,2,failure,no
44,management,single,tertiary,no,143,no,no,cellular,21,aug,46,2,-1,0,success,no
46,admin.,divorced,secondary,no,741,no,no,cellular,19,jan,136,1,177,2,failure,no
41,admin.,single,secondary,no,1497,no,no,cellular,30,jan,707,1,97,11,other,yes
34,admin.,single,unknown,no,6469,yes,no,cellular,11,nov,549,1,-1,0,unknown,no
36,management,divorced,tertiary,no,149,no,no,cellular,9,aug,90,24,-1,0,unknown,no
43,management,married,secondary,no,1818,no,no,cellular,27,oct,194,1,178,2,success,yes
29,management,single,tertiary,no,370,yes,no,unknown,23,may,136,5,-1,0,unknown,no
33,admin.,single,secondary,no,1178,no,no,cellular,21,aug,148,2,-1,0,unknown,no
27,student,single,secondary,no,567,no,no,cellular,5,mar,145,3,-1,0,unknown,yes
59,management,married,primary,no,189,yes,yes,cellular,28,jan,224,1,170,2,failure,no
58,unknown,divorced,secondary,no,217,yes,yes,cellular,12,may,157,5,344,2,failure,no
39,admin.,single,unknown,no,3328,no,no,cellular,29,oct,113,10,-1,0,unknown,no
35,admin.,married,secondary,no,1331,yes,no,unknown,21,may,76,1,-1,0,unknown,no
30,student,single,secondary,no,2267,no,no,cellular,5,may,106,1,-1,0,unknown,no
56,retired,divorced,secondary,no,149,no,no,cellular,6,aug,148,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,0,yes,no,unknown,3,jun,83,2,-1,0,unknown,no
34,management,divorced,tertiary,no,16139,no,no,cellular,29,aug,497,4,-1,0,unknown,no
41,technician,single,tertiary,no,-53,yes,no,telephone,16,aug,57,2,-1,0,unknown,no
58,housemaid,divorced,tertiary,no,467,no,no,cellular,28,aug,57,2,0,0,unknown,no
45,management,divorced,secondary,no,102,yes,no,unknown,14,may,1404,2,-1,0,unknown,no
44,blue-collar,married,unknown,no,692,yes,no,cellular,21,jun,42,1,-1,0,unknown,no
49,services,married,primary,no,411,yes,no,unknown,13,jun,131,2,0,0,unknown,no
29,technician,married,secondary,yes,-698,no,no,cellular,7,may,291,1,-1,0,unknown,no
44,technician,married,secondary,no,802,no,no,cellular,12,aug,345,12,-1,0,unknown,no
33,technician,married,secondary,no,15,yes,no,cellular,9,jul,280,2,-1,0,unknown,no
52,blue-collar,married,primary,no,443,yes,no,cellular,9,apr,126,6,-1,0,unknown,no
51,technician,married,tertiary,no,983,no,no,cellular,31,jul,75,9,-1,0,unknown,no
30,blue-collar,single,secondary,no,-19,yes,no,unknown,22,may,284,4,-1,0,unknown,no
36,management,single,tertiary,no,-381,yes,no,cellular,23,may,157,1,0,0,unknown,no
56,blue-collar,married,secondary,no,-54,no,yes,cellular,20,aug,131,3,-1,0,unknown,no
41,self-employed,married,tertiary,no,2027,no,yes,unknown,1,jun,15,8,-1,0,unknown,no
32,admin.,divorced,secondary,no,-1,yes,yes,unknown,14,may,702,2,-1,0,unknown,no
49,technician,married,tertiary,no,1128,no,no,cellular,18,aug,134,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,-259,yes,yes,cellular,8,may,195,3,-1,0,unknown,no
61,management,married,tertiary,no,1033,yes,no,unknown,28,may,102,1,-1,0,unknown,no
30,services,single,secondary,yes,-348,yes,no,unknown,13,may,1094,2,-1,0,unknown,no
31,admin.,single,tertiary,no,7625,no,no,cellular,14,apr,1096,1,97,5,success,yes
37,blue-collar,married,secondary,no,727,yes,yes,cellular,15,jul,112,5,-1,0,unknown,no
45,technician,married,primary,no,722,no,no,cellular,19,nov,172,1,-1,0,unknown,no
57,admin.,divorced,secondary,no,1134,no,yes,cellular,9,feb,255,1,-1,0,unknown,yes
59,retired,married,unknown,no,2230,no,no,cellular,4,jan,693,2,-1,0,unknown,no
39,blue-collar,married,secondary,yes,31,yes,no,cellular,5,may,99,3,-1,0,unknown,no
55,housemaid,married,primary,no,3111,yes,no,cellular,18,apr,104,6,169,2,failure,no
25,technician,single,secondary,no,334,yes,no,cellular,5,aug,125,4,154,5,success,no
